50.893160,22321.360000
52.821620,22321.360000
54.750090,22321.360000
56.678560,22321.360000
58.607030,22321.360000
60.535490,18399.900000
62.463960,17674.780000
64.392430,17169.100000
66.320890,16569.330000
68.249360,16009.030000
70.177830,15553.200000
72.106290,15152.340000
74.034760,14805.410000
75.963230,14600.500000
77.891690,14238.390000
79.820160,13970.760000
81.748630,13735.220000
83.677090,13516.590000
85.605560,13388.210000
87.534030,13352.420000
89.462490,13252.320000
91.390960,12953.950000
93.319430,12726.550000
95.247890,12607.510000
97.176360,12512.720000
99.104830,12332.340000
101.033300,12082.000000
102.961800,11864.000000
104.890200,11626.090000
106.818700,11455.800000
108.747200,11308.180000
110.675600,11115.410000
112.604100,10891.240000
114.532600,10655.270000
116.461000,10393.220000
118.389500,10076.480000
120.318000,9724.927000
122.246400,9364.272000
124.174900,9024.646000
126.103400,8752.423000
128.031800,8547.097000
129.960300,8332.059000
131.888800,8020.935000
133.817200,7696.794000
135.745700,7440.657000
137.674200,7231.799000
139.602600,6852.861000
141.531100,6505.305000
143.459600,6211.365000
145.388000,5845.071000
147.316500,5583.701000
149.245000,5372.085000
151.173400,4989.636000
153.101900,4775.415000
155.030400,4584.645000
156.958800,4342.572000
158.887300,4103.216000
160.815800,3939.883000
162.744200,3857.183000
164.672700,3774.764000
166.601200,3567.231000
168.529600,3457.704000
170.458100,3410.184000
172.386600,3351.294000
174.315000,3265.260000
176.243500,3193.996000
178.172000,3208.050000
180.100400,3176.579000
182.028900,3161.883000
183.957400,3143.156000
185.885800,3109.280000
187.814300,3067.318000
189.742800,3044.509000
191.671200,3044.717000
193.599700,2962.265000
195.528200,2960.603000
197.456600,2996.153000
199.385100,3042.829000
201.313600,3092.307000
203.242000,3141.939000
205.170500,3199.081000
207.099000,3280.548000
209.027400,3379.297000
210.955900,3341.463000
212.884400,3292.324000
214.812800,3425.828000
216.741300,3496.995000
218.669800,3467.942000
220.598200,3466.151000
222.526700,3532.125000
224.455200,3598.898000
226.383600,3628.820000
228.312100,3639.689000
230.240600,3669.415000
232.169000,3790.510000
234.097500,3868.076000
236.026000,3815.963000
237.954400,3717.549000
239.882900,3683.590000
241.811400,3748.237000
