metric,value,ci95_low,ci95_high,n
accuracy,0.7247706422018348,0.6422018348623854,0.8073394495412844,109
balanced_accuracy,0.7067790530846485,0.6221866765480897,0.797451923076923,109
macro_f1,0.7067790530846485,0.6188811188811189,0.793728034603947,109
roc_auc,0.7521520803443329,0.6528938632090956,0.8488760152890586,109
pr_auc,0.6664776531853555,0.5238074819052397,0.819129830051033,109
sensitivity,0.6341463414634146,0.4864671814671815,0.7857142857142857,109
specificity,0.7794117647058824,0.6794642857142857,0.8732394366197183,109
