metric,value,ci95_low,ci95_high,n
accuracy,0.8387096774193549,0.7419354838709677,0.9193548387096774,62
balanced_accuracy,0.8199767711962833,0.7080765339748555,0.9155500804906604,62
macro_f1,0.8199767711962833,0.7087404996219586,0.9127988748241913,62
roc_auc,0.9175377468060396,0.8308049242424244,0.9840961716854573,62
pr_auc,0.9593137745762348,0.9081033310818198,0.9931906169711049,62
sensitivity,0.8780487804878049,0.7727272727272727,0.972972972972973,62
specificity,0.7619047619047619,0.5714285714285714,0.9333333333333333,62
