metric,value,ci95_low,ci95_high,n
accuracy,0.7155963302752294,0.6330275229357798,0.7981651376146789,109
balanced_accuracy,0.7042682926829269,0.6168152943579112,0.7942696215402446,109
macro_f1,0.7011057054400707,0.6112987987987988,0.7865830425793111,109
roc_auc,0.7137733142037302,0.6108273667070085,0.8135519654556284,109
pr_auc,0.5875764167242025,0.4479655196862587,0.7629551697335174,109
sensitivity,0.6585365853658537,0.5142857142857142,0.8039322250639386,109
specificity,0.75,0.6417910447761194,0.8484848484848485,109
