metric,value,ci95_low,ci95_high,n
accuracy,0.8548387096774194,0.7580645161290323,0.9354838709677419,62
balanced_accuracy,0.8321718931475028,0.7235758762269897,0.927172582619339,62
macro_f1,0.8360270349691449,0.7267117249485748,0.9279907084785133,62
roc_auc,0.9279907084785133,0.8508688501144165,0.980969575100542,62
pr_auc,0.9635133572552085,0.9163532534199181,0.9914230483356546,62
sensitivity,0.9024390243902439,0.7954399766899767,0.9772727272727273,62
specificity,0.7619047619047619,0.559888888888889,0.9333333333333333,62
