cancer,wavenumber,shap,abs_shap
PRC,1192.33,0.08859825859583167,0.08859825859583167
PRC,1194.26,-3.1442258656459364e-05,3.1442258656459364e-05
PRC,1196.19,-0.04319574655194357,0.04319574655194357
PRC,1198.11,0.028342768811250148,0.028342768811250148
PRC,1200.04,0.04476238538631164,0.04476238538631164
PRC,1201.97,0.07939532369816486,0.07939532369816486
PRC,1203.9,-0.004891194106754437,0.004891194106754437
PRC,1205.83,-0.1725451492997844,0.1725451492997844
PRC,1207.75,-0.06739397601990763,0.06739397601990763
PRC,1209.68,0.12386880976041705,0.12386880976041705
PRC,1211.61,0.03187267374491001,0.03187267374491001
PRC,1213.54,-0.02446640364720473,0.02446640364720473
PRC,1215.46,-0.01846412503742604,0.01846412503742604
PRC,1217.39,-0.02815287797534926,0.02815287797534926
PRC,1219.32,-0.06526837035624103,0.06526837035624103
PRC,1221.25,0.03469159825760628,0.03469159825760628
PRC,1223.18,0.03323419442239403,0.03323419442239403
PRC,1225.1,0.009637529968867827,0.009637529968867827
PRC,1227.03,0.02243884129944619,0.02243884129944619
PRC,1228.96,-0.01077036894255249,0.01077036894255249
PRC,1230.89,-0.04221156139433104,0.04221156139433104
PRC,1232.82,0.011310141081539228,0.011310141081539228
PRC,1234.74,0.07672985605355033,0.07672985605355033
PRC,1236.67,-0.000209559031793533,0.000209559031793533
PRC,1238.6,-0.02151741082365719,0.02151741082365719
PRC,1240.53,-0.020483231054796224,0.020483231054796224
PRC,1242.46,-0.05981671578886689,0.05981671578886689
PRC,1244.38,-0.026188584040363914,0.026188584040363914
PRC,1246.31,0.05812873215020576,0.05812873215020576
PRC,1248.24,-0.008636456116001548,0.008636456116001548
PRC,1250.17,-0.023094508129032697,0.023094508129032697
PRC,1252.09,0.0015771461442650296,0.0015771461442650296
PRC,1254.02,0.036849712172999885,0.036849712172999885
PRC,1255.95,-0.006655704743487623,0.006655704743487623
PRC,1257.88,0.004300352251403167,0.004300352251403167
PRC,1259.81,0.011444292949654912,0.011444292949654912
