dataset,dataset_label,sample_id,comparison,similarity
lot_balanced_thermo,Thermo,PRO 35,Random same-group primary,0.7982931343986863
lot_balanced_thermo,Thermo,PRO 35,Random same-group primary,0.7036609925762949
lot_balanced_thermo,Thermo,PRO 35,Random same-group primary,0.5278916090477012
lot_balanced_thermo,Thermo,PRO 35,Random other-group primary,0.7908815099790214
lot_balanced_thermo,Thermo,PRO 35,Random other-group primary,0.7702751200314286
lot_balanced_thermo,Thermo,PRO 35,Random other-group primary,0.4874364784353634
lot_balanced_thermo,Thermo,PRO 35,Random other-group primary,0.6078610899661862
lot_balanced_thermo,Thermo,PRO 35,Random other-group primary,0.34307427680931835
lot_balanced_thermo,Thermo,PRO 36,True same sample,0.6611483067519088
lot_balanced_thermo,Thermo,PRO 36,Best wrong primary,0.8603934318870591
lot_balanced_thermo,Thermo,PRO 36,Random same-group primary,0.44992713290378
lot_balanced_thermo,Thermo,PRO 36,Random same-group primary,0.42887748703786444
lot_balanced_thermo,Thermo,PRO 36,Random same-group primary,0.2801427394182889
lot_balanced_thermo,Thermo,PRO 36,Random same-group primary,0.4565183049640182
lot_balanced_thermo,Thermo,PRO 36,Random same-group primary,0.5191932672719264
lot_balanced_thermo,Thermo,PRO 36,Random other-group primary,0.3745098960670438
lot_balanced_thermo,Thermo,PRO 36,Random other-group primary,0.3561943633660445
lot_balanced_thermo,Thermo,PRO 36,Random other-group primary,0.21343011075167267
lot_balanced_thermo,Thermo,PRO 36,Random other-group primary,0.5529474821946334
lot_balanced_thermo,Thermo,PRO 36,Random other-group primary,0.43217048218384
lot_balanced_thermo,Thermo,PRO 37,True same sample,0.6023544238649846
lot_balanced_thermo,Thermo,PRO 37,Best wrong primary,0.8996395390232502
lot_balanced_thermo,Thermo,PRO 37,Random same-group primary,0.5850086871222882
lot_balanced_thermo,Thermo,PRO 37,Random same-group primary,0.5544694552992678
lot_balanced_thermo,Thermo,PRO 37,Random same-group primary,0.29284041887064843
lot_balanced_thermo,Thermo,PRO 37,Random same-group primary,0.3917304953451081
lot_balanced_thermo,Thermo,PRO 37,Random same-group primary,0.59087085933742
lot_balanced_thermo,Thermo,PRO 37,Random other-group primary,0.4415319620416948
lot_balanced_thermo,Thermo,PRO 37,Random other-group primary,0.41600456039642003
lot_balanced_thermo,Thermo,PRO 37,Random other-group primary,0.7469169754995127
lot_balanced_thermo,Thermo,PRO 37,Random other-group primary,0.3153213123820669
lot_balanced_thermo,Thermo,PRO 37,Random other-group primary,0.6085011591309527
lot_balanced_thermo,Thermo,PRO 38,True same sample,0.5545285305162927
lot_balanced_thermo,Thermo,PRO 38,Best wrong primary,0.9309770599075837
lot_balanced_thermo,Thermo,PRO 38,Random same-group primary,0.7704933799014515
lot_balanced_thermo,Thermo,PRO 38,Random same-group primary,0.40462089334200324
lot_balanced_thermo,Thermo,PRO 38,Random same-group primary,-0.008505060868547541
lot_balanced_thermo,Thermo,PRO 38,Random same-group primary,0.36426046017130037
lot_balanced_thermo,Thermo,PRO 38,Random same-group primary,0.6448071815839946
lot_balanced_thermo,Thermo,PRO 38,Random other-group primary,0.8898807137806096
lot_balanced_thermo,Thermo,PRO 38,Random other-group primary,0.20586086573211698
lot_balanced_thermo,Thermo,PRO 38,Random other-group primary,0.7449826491094198
lot_balanced_thermo,Thermo,PRO 38,Random other-group primary,0.46595312963347063
lot_balanced_thermo,Thermo,PRO 38,Random other-group primary,0.3664748760038344
lot_balanced_thermo,Thermo,PRO 39,True same sample,0.5948886777230427
lot_balanced_thermo,Thermo,PRO 39,Best wrong primary,0.9076632937386905
lot_balanced_thermo,Thermo,PRO 39,Random same-group primary,0.4582840909550028
lot_balanced_thermo,Thermo,PRO 39,Random same-group primary,0.7511553927691877
lot_balanced_thermo,Thermo,PRO 39,Random same-group primary,0.7144336193433635
lot_balanced_thermo,Thermo,PRO 39,Random same-group primary,0.4985752857001283
lot_balanced_thermo,Thermo,PRO 39,Random same-group primary,0.19425500158694126
lot_balanced_thermo,Thermo,PRO 39,Random other-group primary,0.26119302903134917
lot_balanced_thermo,Thermo,PRO 39,Random other-group primary,0.7433435202881409
lot_balanced_thermo,Thermo,PRO 39,Random other-group primary,0.26303737701369667
lot_balanced_thermo,Thermo,PRO 39,Random other-group primary,0.4025172030587463
lot_balanced_thermo,Thermo,PRO 39,Random other-group primary,0.4499855113870731
lot_balanced_thermo,Thermo,PRO 40,True same sample,0.5346624730258103
lot_balanced_thermo,Thermo,PRO 40,Best wrong primary,0.705613782429104
lot_balanced_thermo,Thermo,PRO 40,Random same-group primary,0.5156125671821556
lot_balanced_thermo,Thermo,PRO 40,Random same-group primary,0.5074513106026224
lot_balanced_thermo,Thermo,PRO 40,Random same-group primary,0.5826513212845732
lot_balanced_thermo,Thermo,PRO 40,Random same-group primary,0.591675593037607
lot_balanced_thermo,Thermo,PRO 40,Random same-group primary,0.4671134268437367
lot_balanced_thermo,Thermo,PRO 40,Random other-group primary,0.4019976057305655
lot_balanced_thermo,Thermo,PRO 40,Random other-group primary,0.5898303689933644
lot_balanced_thermo,Thermo,PRO 40,Random other-group primary,0.4713565275191591
lot_balanced_thermo,Thermo,PRO 40,Random other-group primary,0.5336764007361093
lot_balanced_thermo,Thermo,PRO 40,Random other-group primary,0.49525112483742745
lot_balanced_thermo,Thermo,PRO 41,True same sample,0.5817061987572371
lot_balanced_thermo,Thermo,PRO 41,Best wrong primary,0.7172405516668522
lot_balanced_thermo,Thermo,PRO 41,Random same-group primary,0.2122913584660461
lot_balanced_thermo,Thermo,PRO 41,Random same-group primary,0.2820795169687116
lot_balanced_thermo,Thermo,PRO 41,Random same-group primary,0.18167671682424946
lot_balanced_thermo,Thermo,PRO 41,Random same-group primary,0.2489296706079946
lot_balanced_thermo,Thermo,PRO 41,Random same-group primary,0.23041199824293895
lot_balanced_thermo,Thermo,PRO 41,Random other-group primary,0.19738273402762976
lot_balanced_thermo,Thermo,PRO 41,Random other-group primary,0.03475876023470091
lot_balanced_thermo,Thermo,PRO 41,Random other-group primary,0.1389189863218882
lot_balanced_thermo,Thermo,PRO 41,Random other-group primary,0.06794573505433082
lot_balanced_thermo,Thermo,PRO 41,Random other-group primary,0.45368312215192824
lot_balanced_thermo,Thermo,PRO 42,True same sample,0.5161831744111465
lot_balanced_thermo,Thermo,PRO 42,Best wrong primary,0.7137399069309752
lot_balanced_thermo,Thermo,PRO 42,Random same-group primary,0.5979740878804668
lot_balanced_thermo,Thermo,PRO 42,Random same-group primary,0.5161453224670199
lot_balanced_thermo,Thermo,PRO 42,Random same-group primary,0.545498745169053
lot_balanced_thermo,Thermo,PRO 42,Random same-group primary,0.5497503945734556
lot_balanced_thermo,Thermo,PRO 42,Random same-group primary,0.6122476643633546
lot_balanced_thermo,Thermo,PRO 42,Random other-group primary,0.6006956284716019
lot_balanced_thermo,Thermo,PRO 42,Random other-group primary,0.3832684930648436
lot_balanced_thermo,Thermo,PRO 42,Random other-group primary,0.38745525502817235
lot_balanced_thermo,Thermo,PRO 42,Random other-group primary,0.37766185715418576
lot_balanced_thermo,Thermo,PRO 42,Random other-group primary,0.5502133619539556
lot_balanced_thermo,Thermo,PRO 43,True same sample,0.664520726402971
lot_balanced_thermo,Thermo,PRO 43,Best wrong primary,0.854013198531661
lot_balanced_thermo,Thermo,PRO 43,Random same-group primary,0.4135083315149937
lot_balanced_thermo,Thermo,PRO 43,Random same-group primary,0.2378475505239895
lot_balanced_thermo,Thermo,PRO 43,Random same-group primary,0.27967901142783297
lot_balanced_thermo,Thermo,PRO 43,Random same-group primary,0.3142000255763388
lot_balanced_thermo,Thermo,PRO 43,Random same-group primary,0.3557949763301458
lot_balanced_thermo,Thermo,PRO 43,Random other-group primary,0.6112147951338462
lot_balanced_thermo,Thermo,PRO 43,Random other-group primary,0.32311286743856393
lot_balanced_thermo,Thermo,PRO 43,Random other-group primary,0.08596463177055197
lot_balanced_thermo,Thermo,PRO 43,Random other-group primary,0.3861290832959457
lot_balanced_thermo,Thermo,PRO 43,Random other-group primary,0.1176061594083736
lot_balanced_thermo,Thermo,PRO 44,True same sample,0.3391815502605387
lot_balanced_thermo,Thermo,PRO 44,Best wrong primary,0.8686866062176832
lot_balanced_thermo,Thermo,PRO 44,Random same-group primary,0.48453190218628184
lot_balanced_thermo,Thermo,PRO 44,Random same-group primary,0.47648052294244525
lot_balanced_thermo,Thermo,PRO 44,Random same-group primary,0.5744873035705025
lot_balanced_thermo,Thermo,PRO 44,Random same-group primary,0.5540154794787526
lot_balanced_thermo,Thermo,PRO 44,Random same-group primary,0.5810103558821027
lot_balanced_thermo,Thermo,PRO 44,Random other-group primary,0.4819497173480037
lot_balanced_thermo,Thermo,PRO 44,Random other-group primary,0.6165056221696348
lot_balanced_thermo,Thermo,PRO 44,Random other-group primary,0.5951341070993957
lot_balanced_thermo,Thermo,PRO 44,Random other-group primary,0.7819283251914582
lot_balanced_thermo,Thermo,PRO 44,Random other-group primary,0.2788690487121026
lot_balanced_thermo,Thermo,PRO 45,True same sample,0.6123037278124314
lot_balanced_thermo,Thermo,PRO 45,Best wrong primary,0.9182262947398013
lot_balanced_thermo,Thermo,PRO 45,Random same-group primary,0.7493777134329159
lot_balanced_thermo,Thermo,PRO 45,Random same-group primary,0.4630323011202431
lot_balanced_thermo,Thermo,PRO 45,Random same-group primary,0.45286832573248137
lot_balanced_thermo,Thermo,PRO 45,Random same-group primary,0.6926938441019895
lot_balanced_thermo,Thermo,PRO 45,Random same-group primary,0.5530877810716321
lot_balanced_thermo,Thermo,PRO 45,Random other-group primary,0.21888294350957932
lot_balanced_thermo,Thermo,PRO 45,Random other-group primary,0.5178271751789321
lot_balanced_thermo,Thermo,PRO 45,Random other-group primary,0.6343830973782342
lot_balanced_thermo,Thermo,PRO 45,Random other-group primary,0.4313246521385441
lot_balanced_thermo,Thermo,PRO 45,Random other-group primary,0.5741094863375105
lot_balanced_thermo,Thermo,PRO 46,True same sample,0.5740157723128015
lot_balanced_thermo,Thermo,PRO 46,Best wrong primary,0.8882648868970345
lot_balanced_thermo,Thermo,PRO 46,Random same-group primary,0.18809210945198973
lot_balanced_thermo,Thermo,PRO 46,Random same-group primary,0.4562242172502878
lot_balanced_thermo,Thermo,PRO 46,Random same-group primary,0.74566423331193
lot_balanced_thermo,Thermo,PRO 46,Random same-group primary,0.5214227729934758
lot_balanced_thermo,Thermo,PRO 46,Random same-group primary,0.30766627753535547
lot_balanced_thermo,Thermo,PRO 46,Random other-group primary,0.615519832772713
lot_balanced_thermo,Thermo,PRO 46,Random other-group primary,0.597713085084595
lot_balanced_thermo,Thermo,PRO 46,Random other-group primary,0.2839237746769852
lot_balanced_thermo,Thermo,PRO 46,Random other-group primary,0.21995354512161158
lot_balanced_thermo,Thermo,PRO 46,Random other-group primary,0.43164462149812843
lot_balanced_thermo,Thermo,PRO 47,True same sample,0.6518061059391843
lot_balanced_thermo,Thermo,PRO 47,Best wrong primary,0.9121141034018696
lot_balanced_thermo,Thermo,PRO 47,Random same-group primary,0.5691146495845275
lot_balanced_thermo,Thermo,PRO 47,Random same-group primary,0.2770594215002048
lot_balanced_thermo,Thermo,PRO 47,Random same-group primary,0.7983076570958615
lot_balanced_thermo,Thermo,PRO 47,Random same-group primary,0.473884488970056
lot_balanced_thermo,Thermo,PRO 47,Random same-group primary,0.5940672972943177
lot_balanced_thermo,Thermo,PRO 47,Random other-group primary,0.5282680807283391
lot_balanced_thermo,Thermo,PRO 47,Random other-group primary,0.29197976231925865
lot_balanced_thermo,Thermo,PRO 47,Random other-group primary,0.40512555552187
lot_balanced_thermo,Thermo,PRO 47,Random other-group primary,0.16433825584751582
lot_balanced_thermo,Thermo,PRO 47,Random other-group primary,0.22652159725296306
lot_balanced_thermo,Thermo,PRO 48,True same sample,0.6262014794627626
lot_balanced_thermo,Thermo,PRO 48,Best wrong primary,0.9377742533342224
lot_balanced_thermo,Thermo,PRO 48,Random same-group primary,0.6539152117680812
lot_balanced_thermo,Thermo,PRO 48,Random same-group primary,0.10260560351729692
lot_balanced_thermo,Thermo,PRO 48,Random same-group primary,0.35170294688465853
lot_balanced_thermo,Thermo,PRO 48,Random same-group primary,0.679694848949588
lot_balanced_thermo,Thermo,PRO 48,Random same-group primary,0.8165485772418072
lot_balanced_thermo,Thermo,PRO 48,Random other-group primary,0.13043572318521235
lot_balanced_thermo,Thermo,PRO 48,Random other-group primary,0.12388951162890417
lot_balanced_thermo,Thermo,PRO 48,Random other-group primary,0.39528459760318413
lot_balanced_thermo,Thermo,PRO 48,Random other-group primary,0.2719494502177313
lot_balanced_thermo,Thermo,PRO 48,Random other-group primary,0.6784234188987546
lot_balanced_thermo,Thermo,PRO 49,True same sample,0.6378530367948808
lot_balanced_thermo,Thermo,PRO 49,Best wrong primary,0.8205356812216285
lot_balanced_thermo,Thermo,PRO 49,Random same-group primary,0.7466395818184774
lot_balanced_thermo,Thermo,PRO 49,Random same-group primary,0.8027545177934756
lot_balanced_thermo,Thermo,PRO 49,Random same-group primary,0.6841705392646207
lot_balanced_thermo,Thermo,PRO 49,Random same-group primary,0.7292613336934074
lot_balanced_thermo,Thermo,PRO 49,Random same-group primary,0.7721537609564383
lot_balanced_thermo,Thermo,PRO 49,Random other-group primary,0.7722542800917074
lot_balanced_thermo,Thermo,PRO 49,Random other-group primary,0.512544385053139
lot_balanced_thermo,Thermo,PRO 49,Random other-group primary,0.78372469203338
lot_balanced_thermo,Thermo,PRO 49,Random other-group primary,0.6932448607895203
lot_balanced_thermo,Thermo,PRO 49,Random other-group primary,0.5972404113740026
lot_balanced_thermo,Thermo,PRO 50,True same sample,0.6371036564209305
lot_balanced_thermo,Thermo,PRO 50,Best wrong primary,0.9211898001418064
lot_balanced_thermo,Thermo,PRO 50,Random same-group primary,0.509603626778137
lot_balanced_thermo,Thermo,PRO 50,Random same-group primary,0.387692065807437
lot_balanced_thermo,Thermo,PRO 50,Random same-group primary,0.3358439694618791
lot_balanced_thermo,Thermo,PRO 50,Random same-group primary,0.7906384908560633
lot_balanced_thermo,Thermo,PRO 50,Random same-group primary,0.8281348776583943
lot_balanced_thermo,Thermo,PRO 50,Random other-group primary,0.7531251838103432
lot_balanced_thermo,Thermo,PRO 50,Random other-group primary,0.8690183008321777
lot_balanced_thermo,Thermo,PRO 50,Random other-group primary,0.6549481049920591
lot_balanced_thermo,Thermo,PRO 50,Random other-group primary,0.8587187701409811
lot_balanced_thermo,Thermo,PRO 50,Random other-group primary,0.8361395742829456
lot_balanced_thermo,Thermo,PRO 51,True same sample,0.19714876578764579
lot_balanced_thermo,Thermo,PRO 51,Best wrong primary,0.9022259090023759
lot_balanced_thermo,Thermo,PRO 51,Random same-group primary,0.43046871692378436
lot_balanced_thermo,Thermo,PRO 51,Random same-group primary,0.6816101236469512
lot_balanced_thermo,Thermo,PRO 51,Random same-group primary,0.40294901357547
lot_balanced_thermo,Thermo,PRO 51,Random same-group primary,0.4285038255268621
lot_balanced_thermo,Thermo,PRO 51,Random same-group primary,0.511949522581251
lot_balanced_thermo,Thermo,PRO 51,Random other-group primary,0.19707422652460455
lot_balanced_thermo,Thermo,PRO 51,Random other-group primary,0.6939277106908661
lot_balanced_thermo,Thermo,PRO 51,Random other-group primary,0.010924618364545814
lot_balanced_thermo,Thermo,PRO 51,Random other-group primary,0.5650508639047931
lot_balanced_thermo,Thermo,PRO 51,Random other-group primary,0.1959985479721133
lot_balanced_thermo,Thermo,PRO 52,True same sample,0.6038743729853129
lot_balanced_thermo,Thermo,PRO 52,Best wrong primary,0.9390044497800898
lot_balanced_thermo,Thermo,PRO 52,Random same-group primary,0.31743074922485526
lot_balanced_thermo,Thermo,PRO 52,Random same-group primary,0.8091133860917165
lot_balanced_thermo,Thermo,PRO 52,Random same-group primary,0.43184559161505054
lot_balanced_thermo,Thermo,PRO 52,Random same-group primary,0.4367493711722824
lot_balanced_thermo,Thermo,PRO 52,Random same-group primary,0.5778862612291811
lot_balanced_thermo,Thermo,PRO 52,Random other-group primary,0.4371909208070658
lot_balanced_thermo,Thermo,PRO 52,Random other-group primary,0.6805290336571174
lot_balanced_thermo,Thermo,PRO 52,Random other-group primary,0.6175788297218257
lot_balanced_thermo,Thermo,PRO 52,Random other-group primary,0.3981142626102903
lot_balanced_thermo,Thermo,PRO 52,Random other-group primary,0.6732576945699011
lot_balanced_thermo,Thermo,PRO 53,True same sample,0.5135813519746749
lot_balanced_thermo,Thermo,PRO 53,Best wrong primary,0.8617087954932288
lot_balanced_thermo,Thermo,PRO 53,Random same-group primary,0.493315703996563
lot_balanced_thermo,Thermo,PRO 53,Random same-group primary,0.7302752582272904
lot_balanced_thermo,Thermo,PRO 53,Random same-group primary,0.7216730182399648
lot_balanced_thermo,Thermo,PRO 53,Random same-group primary,0.6125495048659726
lot_balanced_thermo,Thermo,PRO 53,Random same-group primary,0.5548828627193046
lot_balanced_thermo,Thermo,PRO 53,Random other-group primary,0.2908808516375171
lot_balanced_thermo,Thermo,PRO 53,Random other-group primary,0.40849981836354826
lot_balanced_thermo,Thermo,PRO 53,Random other-group primary,0.8019387750049658
lot_balanced_thermo,Thermo,PRO 53,Random other-group primary,0.6016503752513906
lot_balanced_thermo,Thermo,PRO 53,Random other-group primary,0.26747299793710105
lot_balanced_thermo,Thermo,PRO 54,True same sample,0.18217513288106324
lot_balanced_thermo,Thermo,PRO 54,Best wrong primary,0.8866944132335909
lot_balanced_thermo,Thermo,PRO 54,Random same-group primary,0.033450443422208036
lot_balanced_thermo,Thermo,PRO 54,Random same-group primary,0.36027539588924845
lot_balanced_thermo,Thermo,PRO 54,Random same-group primary,0.7252063618049928
lot_balanced_thermo,Thermo,PRO 54,Random same-group primary,0.2824590705899074
lot_balanced_thermo,Thermo,PRO 54,Random same-group primary,0.3723703805151183
lot_balanced_thermo,Thermo,PRO 54,Random other-group primary,0.6004900684251372
lot_balanced_thermo,Thermo,PRO 54,Random other-group primary,0.40714337313731497
lot_balanced_thermo,Thermo,PRO 54,Random other-group primary,0.6822816944126369
lot_balanced_thermo,Thermo,PRO 54,Random other-group primary,0.40363531768765937
lot_balanced_thermo,Thermo,PRO 54,Random other-group primary,0.371162166250238
lot_balanced_thermo,Thermo,PRO 55,True same sample,0.6529708184696205
lot_balanced_thermo,Thermo,PRO 55,Best wrong primary,0.7777325805026853
lot_balanced_thermo,Thermo,PRO 55,Random same-group primary,0.3848445090951961
lot_balanced_thermo,Thermo,PRO 55,Random same-group primary,0.48812864083775875
lot_balanced_thermo,Thermo,PRO 55,Random same-group primary,0.6520149489945605
lot_balanced_thermo,Thermo,PRO 55,Random same-group primary,0.4562919718793218
lot_balanced_thermo,Thermo,PRO 55,Random same-group primary,0.5059899555189917
lot_balanced_thermo,Thermo,PRO 55,Random other-group primary,0.34907817899949845
lot_balanced_thermo,Thermo,PRO 55,Random other-group primary,0.31816285243384385
lot_balanced_thermo,Thermo,PRO 55,Random other-group primary,0.37743624091942657
lot_balanced_thermo,Thermo,PRO 55,Random other-group primary,0.43541462110245155
lot_balanced_thermo,Thermo,PRO 55,Random other-group primary,0.4690649974042179
lot_balanced_thermo,Thermo,PRO 56,True same sample,0.7205044847812143
lot_balanced_thermo,Thermo,PRO 56,Best wrong primary,0.917920136168007
lot_balanced_thermo,Thermo,PRO 56,Random same-group primary,0.5762547189821756
lot_balanced_thermo,Thermo,PRO 56,Random same-group primary,0.1573118720387906
lot_balanced_thermo,Thermo,PRO 56,Random same-group primary,0.5964266410399399
lot_balanced_thermo,Thermo,PRO 56,Random same-group primary,0.6574152462784528
lot_balanced_thermo,Thermo,PRO 56,Random same-group primary,0.2729610399477446
lot_balanced_thermo,Thermo,PRO 56,Random other-group primary,0.353259831022109
lot_balanced_thermo,Thermo,PRO 56,Random other-group primary,0.5023685787820726
lot_balanced_thermo,Thermo,PRO 56,Random other-group primary,0.340678090642373
lot_balanced_thermo,Thermo,PRO 56,Random other-group primary,0.4178752457986147
lot_balanced_thermo,Thermo,PRO 56,Random other-group primary,0.3963681346868881
lot_balanced_thermo,Thermo,PRO 57,True same sample,0.7314044055645759
lot_balanced_thermo,Thermo,PRO 57,Best wrong primary,0.8441974316251051
lot_balanced_thermo,Thermo,PRO 57,Random same-group primary,0.6738394886691711
lot_balanced_thermo,Thermo,PRO 57,Random same-group primary,0.6108710123374015
lot_balanced_thermo,Thermo,PRO 57,Random same-group primary,0.5601189972080384
lot_balanced_thermo,Thermo,PRO 57,Random same-group primary,0.6277464957090153
lot_balanced_thermo,Thermo,PRO 57,Random same-group primary,0.7161691482326149
lot_balanced_thermo,Thermo,PRO 57,Random other-group primary,0.6248967211992488
lot_balanced_thermo,Thermo,PRO 57,Random other-group primary,0.2734040654221641
lot_balanced_thermo,Thermo,PRO 57,Random other-group primary,0.5449775102485844
lot_balanced_thermo,Thermo,PRO 57,Random other-group primary,0.5799913380633668
lot_balanced_thermo,Thermo,PRO 57,Random other-group primary,0.6709690220777295
lot_balanced_thermo,Thermo,PRO 58,True same sample,0.5918053778948242
lot_balanced_thermo,Thermo,PRO 58,Best wrong primary,0.904661172755068
lot_balanced_thermo,Thermo,PRO 58,Random same-group primary,0.40601046943638464
lot_balanced_thermo,Thermo,PRO 58,Random same-group primary,0.12376270591104929
lot_balanced_thermo,Thermo,PRO 58,Random same-group primary,0.2790279147824861
lot_balanced_thermo,Thermo,PRO 58,Random same-group primary,0.22806499972371735
lot_balanced_thermo,Thermo,PRO 58,Random same-group primary,0.4225844160450687
lot_balanced_thermo,Thermo,PRO 58,Random other-group primary,0.5339592785460309
lot_balanced_thermo,Thermo,PRO 58,Random other-group primary,0.2829554057675054
lot_balanced_thermo,Thermo,PRO 58,Random other-group primary,0.33229925331101096
lot_balanced_thermo,Thermo,PRO 58,Random other-group primary,0.5300537352655392
lot_balanced_thermo,Thermo,PRO 58,Random other-group primary,0.3332779750745849
lot_balanced_thermo,Thermo,PRO 59,True same sample,0.7168924824536073
lot_balanced_thermo,Thermo,PRO 59,Best wrong primary,0.8890832413707458
lot_balanced_thermo,Thermo,PRO 59,Random same-group primary,0.8366429865302235
lot_balanced_thermo,Thermo,PRO 59,Random same-group primary,0.4675358896732634
lot_balanced_thermo,Thermo,PRO 59,Random same-group primary,0.7901515729576198
lot_balanced_thermo,Thermo,PRO 59,Random same-group primary,0.5504841333415099
lot_balanced_thermo,Thermo,PRO 59,Random same-group primary,0.8168138627187848
lot_balanced_thermo,Thermo,PRO 59,Random other-group primary,0.6888736689193508
lot_balanced_thermo,Thermo,PRO 59,Random other-group primary,0.6526440394685096
lot_balanced_thermo,Thermo,PRO 59,Random other-group primary,0.4254850262681101
lot_balanced_thermo,Thermo,PRO 59,Random other-group primary,0.736904736002587
lot_balanced_thermo,Thermo,PRO 59,Random other-group primary,0.716947236985156
lot_balanced_thermo,Thermo,PRO 60,True same sample,0.6303769665704747
lot_balanced_thermo,Thermo,PRO 60,Best wrong primary,0.9049150805616055
lot_balanced_thermo,Thermo,PRO 60,Random same-group primary,0.24838232437327668
lot_balanced_thermo,Thermo,PRO 60,Random same-group primary,0.4024411908145337
lot_balanced_thermo,Thermo,PRO 60,Random same-group primary,0.186018189881642
lot_balanced_thermo,Thermo,PRO 60,Random same-group primary,0.5453639787420567
lot_balanced_thermo,Thermo,PRO 60,Random same-group primary,0.5631685779196219
lot_balanced_thermo,Thermo,PRO 60,Random other-group primary,0.7350573937316844
lot_balanced_thermo,Thermo,PRO 60,Random other-group primary,0.5167281770807108
lot_balanced_thermo,Thermo,PRO 60,Random other-group primary,0.3565448763114663
lot_balanced_thermo,Thermo,PRO 60,Random other-group primary,0.6668851772993983
lot_balanced_thermo,Thermo,PRO 60,Random other-group primary,0.34658580240159637
lot_balanced_thermo,Thermo,PRO 61,True same sample,0.5524983167281257
lot_balanced_thermo,Thermo,PRO 61,Best wrong primary,0.9007245038901025
lot_balanced_thermo,Thermo,PRO 61,Random same-group primary,0.4383023989594139
lot_balanced_thermo,Thermo,PRO 61,Random same-group primary,0.7428175257768512
lot_balanced_thermo,Thermo,PRO 61,Random same-group primary,0.49407534213552595
lot_balanced_thermo,Thermo,PRO 61,Random same-group primary,0.4463293193668029
lot_balanced_thermo,Thermo,PRO 61,Random same-group primary,0.11955703267969298
lot_balanced_thermo,Thermo,PRO 61,Random other-group primary,0.24427414391654073
lot_balanced_thermo,Thermo,PRO 61,Random other-group primary,0.3332032909657524
lot_balanced_thermo,Thermo,PRO 61,Random other-group primary,0.6082926471260299
lot_balanced_thermo,Thermo,PRO 61,Random other-group primary,0.03453667207436385
lot_balanced_thermo,Thermo,PRO 61,Random other-group primary,0.26252778657722137
lot_balanced_thermo,Thermo,PRO 62,True same sample,0.6466919959554707
lot_balanced_thermo,Thermo,PRO 62,Best wrong primary,0.7217681354800278
lot_balanced_thermo,Thermo,PRO 62,Random same-group primary,0.12468792727012043
lot_balanced_thermo,Thermo,PRO 62,Random same-group primary,0.31909884057918464
lot_balanced_thermo,Thermo,PRO 62,Random same-group primary,0.2718853078593052
lot_balanced_thermo,Thermo,PRO 62,Random same-group primary,0.36131580820281617
lot_balanced_thermo,Thermo,PRO 62,Random same-group primary,0.3983773545172752
lot_balanced_thermo,Thermo,PRO 62,Random other-group primary,0.31237577014032897
lot_balanced_thermo,Thermo,PRO 62,Random other-group primary,0.3163758676202137
lot_balanced_thermo,Thermo,PRO 62,Random other-group primary,0.36260922044910116
lot_balanced_thermo,Thermo,PRO 62,Random other-group primary,0.36315400738573744
lot_balanced_thermo,Thermo,PRO 62,Random other-group primary,0.22718779893588548
lot_balanced_thermo,Thermo,PRO 63,True same sample,0.5861108207474734
lot_balanced_thermo,Thermo,PRO 63,Best wrong primary,0.8291075521843088
lot_balanced_thermo,Thermo,PRO 63,Random same-group primary,0.36885795055632165
lot_balanced_thermo,Thermo,PRO 63,Random same-group primary,0.4947857900307888
lot_balanced_thermo,Thermo,PRO 63,Random same-group primary,0.6376057006711934
lot_balanced_thermo,Thermo,PRO 63,Random same-group primary,0.5027665119005662
lot_balanced_thermo,Thermo,PRO 63,Random same-group primary,0.7746718883908835
lot_balanced_thermo,Thermo,PRO 63,Random other-group primary,0.5142114751353377
lot_balanced_thermo,Thermo,PRO 63,Random other-group primary,0.5103303798706025
lot_balanced_thermo,Thermo,PRO 63,Random other-group primary,0.6190261820839529
lot_balanced_thermo,Thermo,PRO 63,Random other-group primary,0.5070337677229293
lot_balanced_thermo,Thermo,PRO 63,Random other-group primary,0.5819682053627386
lot_balanced_thermo,Thermo,PRO 64,True same sample,0.7255836026222786
lot_balanced_thermo,Thermo,PRO 64,Best wrong primary,0.9037665135197066
lot_balanced_thermo,Thermo,PRO 64,Random same-group primary,0.6330263615072672
lot_balanced_thermo,Thermo,PRO 64,Random same-group primary,0.35703092878958065
lot_balanced_thermo,Thermo,PRO 64,Random same-group primary,0.4760651381842151
lot_balanced_thermo,Thermo,PRO 64,Random same-group primary,0.3675407004668718
lot_balanced_thermo,Thermo,PRO 64,Random same-group primary,0.5812628559447064
lot_balanced_thermo,Thermo,PRO 64,Random other-group primary,0.33387962459193693
lot_balanced_thermo,Thermo,PRO 64,Random other-group primary,0.31924314165271384
lot_balanced_thermo,Thermo,PRO 64,Random other-group primary,0.5828769285087887
lot_balanced_thermo,Thermo,PRO 64,Random other-group primary,0.20218170310092953
lot_balanced_thermo,Thermo,PRO 64,Random other-group primary,0.16401988337479856
lot_balanced_thermo,Thermo,PRO 65,True same sample,0.562961252706697
lot_balanced_thermo,Thermo,PRO 65,Best wrong primary,0.7824017555587512
lot_balanced_thermo,Thermo,PRO 65,Random same-group primary,0.6933973380030292
lot_balanced_thermo,Thermo,PRO 65,Random same-group primary,0.695157032304438
lot_balanced_thermo,Thermo,PRO 65,Random same-group primary,0.6433834976590134
